"order";"id";"TRANSECT NAME";"OBSRVR";"COUNTY";"DATE";"TIME START";"TIME FINISH";"START CORNER";"MOVEMENT DIRECTION FROM START";"START FROM SE-CORNER CLOCKWISE";"DISTANCE COVERED";"ACTUAL TRANSECT LENGTH";"COUNT_YEAR";"DATE DIFFERENCE TO LAST COUNT (+/- DAYS)";"YEARS FROM LAST COUNT";"SAME OBSERVER THAN LAST TIME?";"Imetajad loetud y/n";"INFO1";"INFO2";"ATLAS_SQUARE";"I";"SELGITUSTÖÖ"
"361";"004";"Vahakulmu";"Pelle Mellov";"Lääne-Viru";"2024-06-11";"04:04";"07:38";;"päripäeva";"2000";"4,00";"4,00";"2024";"3";"17";"no";"n";;;;"I";
"148";"005";"Nurtu-nõlva";"Renno Nellis";"Rapla";"2021-06-11";"05:05";"07:45";"SE 550 m";"päripäeva";"550";"4,00";"4,00";"2021";;;;"n";;;;"I";
"362";"006";"Puujala";"Renno Nellis";"Ida-Viru";"2024-06-06";"05:05";"08:05";;"päripäeva";"1530";"4,00";"4,00";"2024";"-3";"20";"yes";"n";;;;"I";
"149";"007";"Saru";"Tarmo Evestus";"Võru";"2021-06-03";"05:00";"06:50";"NW";"päripäeva";"2000";"4,00";"4,00";"2021";"11";"16";"yes";"n";;;;"I";
"150";"008";"Piiri";"Riho Kinks";"Tartu";"2022-06-01";"04:35";"08:10";"NW 160 m";"päripäeva";"2160";"4,00";"4,00";"2022";"-2";"15";"yes";"n";;;;"I";
"363";"009";"Sonda";"Renno Nellis";"Ida-Viru";"2024-06-07";"05:25";"08:15";;"päripäeva";"50";"4,00";"4,00";"2024";"-6";"18";"no";"n";;;;"I";
"151";"010";"Vooru";"Liisi Peets";"Viljandi";"2021-06-06";"04:13";"07:47";"SE";"vastupäeva";"0";"4,00";"4,00";"2021";"-2";"14";"no";"n";;;;"I";
"152";"011";"Kääni";"Tarmo Evestus";"Tartu/Valga";"2021-05-29";"04:30";"07:20";"SE";"vastupäeva";"0";"4,00";"4,00";"2021";"-4";"17";"yes";"n";;;;"I";
"153";"012";"Kädva";"Renno Nellis";"Järva";"2023-05-25";"05:30";"08:45";"SE 800 m";"päripäeva";"800";"4,00";"4,00";"2023";"-2";"18";"yes";"n";;;;"I";
"154";"013";"Võmmorski";"Liisi Peets";"Võru";"2023-06-07";"04:36";"07:19";"SW";"vastupäeva";"1000";"4,00";"4,00";"2023";"2";"15";"no";"n";;;;"I";
"155";"014";"Kärde";"Liis Keerberg";"Jõgeva";"2023-06-07";"04:56";"08:53";"SW";"päripäeva";"1000";"4,00";"4,00";"2023";"4";"17";"no";"n";;;;"I";
"156";"015";"Kalana";"Liisi Peets";"Jõgeva";"2022-06-06";"04:38";"07:50";"5 SE";"päripäeva";"0";"4,00";"4,00";"2022";"11";"17";"no";"n";;;;"I";
"157";"016";"Ardu";"Annabel Runnel";"Harju";"2021-05-31";"04:45";"09:14";"SW 380 m";"päripäeva";"1380";"4,00";"4,00";"2021";"3";"16";"no";"y";;;;"I";
"158";"017";"Pugritsa";"Tarmo Evestus";"Valga";"2021-06-02";"04:30";"07:00";"NE";"päripäeva";"3000";"4,00";"4,00";"2021";"-10";"13";"yes";"n";;;;"I";
"364";"018";"Jõhvi";"Margus Pensa";"Ida-Viru";"2024-05-31";"03:37";"07:16";;"päripäeva";"3955";"4,00";"4,00";"2024";"-7";;"no";"n";;;;"I";"Eelmine loendus jäi pooleli/loeti ainult 800m"
"159";"019";"Kehra";"Eerik Leibak";"Harju";"2021-05-28";"04:30";"09:15";"SW 600";"vastupäeva";"600";"4,00";"4,00";"2021";"0";"16";"yes";"y";;;;"I";
"160";"020";"Sangla";"Riho Kinks";"Tartu";"2022-06-05";"04:20";"07:00";"SE";"vastupäeva";"0";"4,00";"4,00";"2022";"-2";"16";"yes";"n";"Kuupäev täpsustatud, töökaardil vale";;;"I";
"161";"021";"Feodori";"Tarmo Evestus";"Ida-Viru";"2022-06-07";"04:15";"06:10";"SE";"päripäeva";"0";"4,00";"4,00";"2022";"-3";"18";"no";"n";;;;"I";
"162";"022";"Saikla";"Rein Nellis";"Saare";"2021-06-11";"05:20";"08:10";"SE 500 m";"vastupäeva";"3500";"4,00";"4,00";"2021";"-2";"13";"yes";"n";;;;"I";
"163";"023";"Haeska";"Renno Nellis";"Lääne";"2023-06-11";"05:15";"08:30";"NE 800 m";"päripäeva";"3800";"4,00";"4,00";"2023";"2";"18";"no";"n";;;;"I";
"365";"024";"Sõru";"Indrek Tammekänd";"Hiiumaa";"2024-05-28";"04:45";"08:45";;"päripäeva";"3370";"4,00";"4,00";"2024";"3";"20";"no";"y";;;;"I";
"164";"025";"Kaiu";"Renno Nellis";"Rapla";"2022-06-05";"05:50";"07:50";"SE 150 m";"päripäeva";"150";"4,00";"4,00";"2022";"0";"15";"yes";"n";;;;"I";
"165";"026";"Leipste";"Indrek Tammekänd";"Pärnu/Viljandi";"2023-06-08";"05:10";"08:10";"NW 50 m";"päripäeva";"2050";"4,00";"4,00";"2023";"2";"19";"yes";"y";;;;"I";
"166";"027";"Adraku";"Eerik Leibak";"Jõgeva";"2021-06-10";"04:15";"08:30";"NW 450 m";"päripäeva";"2450";"4,00";"4,00";"2021";"-3";"13";"yes";"n";;;;"I";
"167";"028";"Karjaküla";"Renno Nellis";"Järva";"2023-06-05";"05:30";"09:10";"SE 1400";"vastupäeva";"1400";"4,00";"4,00";"2023";"2";"16";"yes";"n";;;;"I";
"168";"029";"Mahlamäe";"Renno Nellis";"Rapla";"2022-06-04";"04:50";"07:40";"NW 300 m";"päripäeva";"2300";"4,00";"4,00";"2022";"-1";"16";"yes";"n";;;;"I";
"169";"030";"Oisu";"Renno Nellis";"Järva";"2023-06-06";"05:35";"08:20";"SW 500 m";"vastupäeva";"500";"4,00";"4,00";"2023";"7";"17";"yes";"n";;;;"I";
"366";"031";"Hintsiko";"Eerik Leibak";"Võru";"2024-06-04";"03:50";"07:45";;"päripäeva";"1750";"4,00";"4,00";"2024";"-1";"20";"no";"y";;;;"I";
"367";"032";"Ruuksu";"Eerik Leibak";"Võru";"2024-06-05";"04:10";"08:20";;"päripäeva";"3350";"4,00";"4,00";"2024";"-1";"20";"no";"y";;;;"I";
"170";"033";"Haage";"Riho Kinks";"Tartu";"2022-05-30";"04:25";"07:50";"NE 730 m";"päripäeva";"3740";"4,00";"4,00";"2022";"2";"18";"no";"n";;;;"I";
"368";"034";"Võivaku";"Eerik Leibak";"Viljandi";"2024-06-15";"04:25";"08:55";;"päripäeva";"3800";"4,00";"4,00";"2024";;"18";"no";"y";;;;"I";"eelmise loenduse kp teadmata"
"171";"035";"Nilbõ";"Liisi Peets";"Võru";"2023-06-06";"04:06";"07:06";"SE 50 m";"vastupäeva";"3950";"4,00";"4,00";"2023";"3";"16";"no";"n";;;;"I";
"172";"036";"Vägeva";"Liis Keerberg";"Jõgeva";"2022-06-01";"04:24";"08:07";"SW 635 m";"päripäeva";"1635";"4,00";"4,00";"2022";"4";"18";"no";"n";;;;"I";
"173";"037";"Mullavere";"Riho Kinks";"Jõgeva";"2021-06-07";"04:08";"07:12";"NW 250 m";"päripäeva";"2250";"4,00";"4,00";"2021";;"13";"yes";"n";;;;"I";
"174";"038";"Himmiste";"Liisi Peets";"Põlva";"2023-06-02";"04:46";"07:44";"SE";"päripäeva";"0";"4,00";"4,00";"2023";"-2";"15";"no";"n";;;;"I";
"175";"039";"Pikkjärve";"Liisi Peets";"Põlva";"2021-05-28";"04:24";"07:20";"SE";"vastupäeva";"0";"4,00";"4,00";"2021";"-3";"15";"no";"n";;;;"I";
"176";"040";"Pikareinu";"Liisi Peets";"Põlva";"2021-06-01";"04:16";"07:08";"SE";"päripäeva";"0";"4,00";"4,00";"2021";"-3";"15";"no";"n";;;;"I";
"177";"041";"Rahinge";"Riho Kinks";"Tartu";"2022-06-08";"04:10";"07:00";"SE 920";"vastupäeva";"920";"4,00";"4,00";"2022";"4";"18";"no";"n";;;;"I";
"178";"042";"Järni";"Annabel Runnel";"Lääne-Viru";"2022-06-11";"04:41";"09:17";"SW 800 m";"päripäeva";"1800";"4,00";"4,00";"2022";"-3";"16";"no";"n";;;;"I";
"179";"044";"Kesknõmme";"Rein Nellis";"Saare";"2021-05-31";"05:05";"08:00";"NE 400 m";"päripäeva";"3400";"4,00";"4,00";"2021";"-10";"16";"no";"n";;;;"I";
"180";"045";"Viitka";"Tarmo Evestus";"Võru";"2022-05-30";"04:40";"08:10";"SE";"päripäeva";"0";"4,00";"4,00";"2022";"-3";"15";"no";"n";"abiriba pole ilmselt loendatud, sest pea kõik vaatlused on põhi ja vaheribadel.";;;"I";
"181";"046";"Tornimäe";"Rein Nellis";"Saare";"2022-06-09";"05:30";"09:00";"SW 700";"vastupäeva";"1700";"4,00";"4,00";"2022";"3";"14";"no";"n";;;;"I";
"369";"047";"Murru";"Eerik Leibak";"Jõgeva";"2024-05-30";"04:40";"09:00";;"päripäeva";"1900";"4,00";"4,00";"2024";"4";"18";"no";"y";;;;"I";
"182";"048";"Pärnassaare";"Indrek Tammekänd";"Ida-Viru";"2023-05-31";"05:00";"08:30";"SW 200 m";"päripäeva";"1200";"4,00";"4,00";"2023";;"17";"yes";"y";;;;"I";
"183";"049";"Kõima";"Indrek Tammekänd";"Pärnu";"2023-05-28";"05:00";"08:05";"NW";"päripäeva";"2000";"4,00";"4,00";"2023";"-3";"19";"yes";"y";;;;"I";
"184";"050";"Varessaare";"Indrek Tammekänd";"Ida-Viru";"2023-06-01";"04:50";"07:50";"SE";"päripäeva";"0";"4,00";"4,00";"2023";;"17";"yes";"y";;;;"I";
"185";"052";"Valuste";"Art-Villem Adojaan";"Pärnu";"2023-06-12";"04:16";"07:34";"SE";"päripäeva";"0";"4,00";"4,00";"2023";"-1";"17";"no";;;;;"I";
"370";"053";"Isabella";"Indrek Tammekänd";"Hiiumaa";"2024-05-27";"04:45";"08:20";;"vastupäeva";"3000";"4,00";"4,00";"2024";"0";"20";"no";"y";;;;"I";
"186";"054";"Lohu";"Renno Nellis";"Rapla";"2022-06-06";"05:05";"07:50";"NE 20 m";"päripäeva";"3020";"4,00";"4,00";"2022";"-1";"17";"yes";"n";;;;"I";
"371";"055";"Aruküla";"Vilja Padonik";"Lääne-Viru";"2024-06-03";"04:27";"08:15";;"päripäeva";"2400";"4,00";"4,00";"2024";"-3";"18";"no";"n";"eelmisel korral oli loendus pooleli jäetud vms";"Ainult põhi- ja vaheriba loetud - ribade tulemused iseenesest ok ja usutavad";;"I";
"372";"057";"Pillardi";"Indrek Tammekänd";"Võru";"2024-06-01";"05:00";"09:20";;"vastupäeva";"2000";"4,00";"4,00";"2024";"-2";"17";"no";"y";"Aastal 2007 loeti nihutatud transekti. 2024. aasta korrati seda nihutatud transekti. EOÜ-l ringleb ka transektikihtide versioon, kus selle transekti nihutamist pole tehtud ja tekitab segadust.";;;"I";
"187";"058";"Kiratsi";"Rein Nellis";"Saare";"2021-06-07";"05:15";"08:20";"NW 145 m";"päripäeva";"2145";"4,00";"4,00";"2021";"-1";"16";"yes";"n";;;;"I";
"188";"059";"Päinurme";"Liis Keerberg";"Järva";"2022-06-07";"04:25";"07:08";"SE 2180";"vastupäeva";"2180";"4,00";"4,00";"2022";"-1";"15";"no";"n";;;;"I";
"189";"060";"Sultsi";"Riho Männik";"Viljandi";"2021-06-02";"04:30";"07:10";"SE 420 m";"päripäeva";"420";"4,00";"4,00";"2021";"-1";"13";"no";"n";;;;"I";
"190";"061";"Utsali";"Liis Keerberg";"Jõgeva";"2022-06-12";"03:30";"07:42";"NW 690 m";"päripäeva";"2690";"4,00";"4,00";"2022";"4";"18";"no";"n";"Esialgset (2004. aastaga võrreldes) transekti on jõe pärast nihutatud 1650 m põhja poole. Sisuliselt tuleks nimetada uueks transektiks ja mitte võrrelda vanaga";;;"I";
"191";"062";"Laimjala";"Rein Nellis";"Saare";"2022-06-07";"05:15";"09:15";"SE+220m";"päripäeva";"220";"4,00";"4,00";"2022";"8";"16";"no";"n";;;;"I";
"373";"063";"Vihtra";"Margus Ellermaa";"Pärnu";"2024-05-24";"04:40";"07:30";;"päripäeva";"1700";"4,00";"4,00";"2024";"-1";"16";"yes";"y";"jõe poolt vahetati autoga ringi tehes";;;"I";
